_time,bits_transferred
"2005-06-29 13:00:00",2447912957
"2005-06-29 15:00:00",1896802204
"2005-06-29 17:00:00",1589266477
"2005-06-29 19:00:00",1913094818
"2005-06-29 21:00:00",4398698890
"2005-06-29 23:00:00",6980715274
"2005-06-30 01:00:00",7478607970
"2005-06-30 03:00:00",7334448356
"2005-06-30 05:00:00",6836116607
"2005-06-30 07:00:00",4889933956
"2005-06-30 09:00:00",3741272860
"2005-06-30 11:00:00",3206804222
"2005-06-30 13:00:00",2414943204
"2005-06-30 15:00:00",1788122731
"2005-06-30 17:00:00",1593612928
"2005-06-30 19:00:00",2190957211
"2005-06-30 21:00:00",5204258138
"2005-06-30 23:00:00",7242443942
"2005-07-01 01:00:00",7650674664
"2005-07-01 03:00:00",7514089442
"2005-07-01 05:00:00",6265337803
"2005-07-01 07:00:00",4190470579
"2005-07-01 09:00:00",3482690456
"2005-07-01 11:00:00",3053613649
"2005-07-01 13:00:00",2238362564
"2005-07-01 15:00:00",1780794744
"2005-07-01 17:00:00",1578687789
"2005-07-01 19:00:00",1605311073
"2005-07-01 21:00:00",2142630751
"2005-07-01 23:00:00",2774988382
"2005-07-02 01:00:00",2949686067
"2005-07-02 03:00:00",2949782868
"2005-07-02 05:00:00",2846770252
"2005-07-02 07:00:00",2791913070
"2005-07-02 09:00:00",2632529444
"2005-07-02 11:00:00",2310644951
"2005-07-02 13:00:00",1882122413
"2005-07-02 15:00:00",1737229765
"2005-07-02 17:00:00",1446051584
"2005-07-02 19:00:00",1486771940
"2005-07-02 21:00:00",2080761602
"2005-07-02 23:00:00",2744754514
"2005-07-03 01:00:00",2846909379
"2005-07-03 03:00:00",2861532915
"2005-07-03 05:00:00",3039931025
"2005-07-03 07:00:00",3171223629
"2005-07-03 09:00:00",3145398317
"2005-07-03 11:00:00",2539917875
"2005-07-03 13:00:00",1830132036
"2005-07-03 15:00:00",1641212150
"2005-07-03 17:00:00",1881321985
"2005-07-03 19:00:00",3954764210
"2005-07-03 21:00:00",7212609573
"2005-07-03 23:00:00",7926589249
"2005-07-04 01:00:00",8104708626
"2005-07-04 03:00:00",7878311161
"2005-07-04 05:00:00",5652126965
"2005-07-04 07:00:00",3969370472
"2005-07-04 09:00:00",3631691193
"2005-07-04 11:00:00",2565374133
"2005-07-04 13:00:00",1830361917
"2005-07-04 15:00:00",1574864277
"2005-07-04 17:00:00",1833562065
"2005-07-04 19:00:00",4465197689
"2005-07-04 21:00:00",7300651549
"2005-07-04 23:00:00",7843926176
"2005-07-05 01:00:00",7892080947
"2005-07-05 03:00:00",7366933538
"2005-07-05 05:00:00",5075748299
"2005-07-05 07:00:00",3816567420
"2005-07-05 09:00:00",3268929360
"2005-07-05 11:00:00",2311618373
"2005-07-05 13:00:00",1785609241
"2005-07-05 15:00:00",1638241024
"2005-07-05 17:00:00",2271775680
"2005-07-05 19:00:00",5185448502
"2005-07-05 21:00:00",7476745512
"2005-07-05 23:00:00",8029949423
"2005-07-06 01:00:00",8048005268
"2005-07-06 03:00:00",6894765673
"2005-07-06 05:00:00",4659038166
"2005-07-06 07:00:00",3877871036
"2005-07-06 09:00:00",3028790665
"2005-07-06 11:00:00",2253595485
"2005-07-06 13:00:00",1832939457
"2005-07-06 15:00:00",1628253139
"2005-07-06 17:00:00",2563837908
"2005-07-06 19:00:00",5902161960
"2005-07-06 21:00:00",7810023494
"2005-07-06 23:00:00",7979698636
"2005-07-07 01:00:00",7814858624
"2005-07-07 03:00:00",6660071632
"2005-07-07 05:00:00",4359885487
"2005-07-07 07:00:00",3620246763
"2005-07-07 09:00:00",2888302197
"2005-07-07 11:00:00",2174042573
"2005-07-07 13:00:00",1933891068
"2005-07-07 15:00:00",1774355168
"2005-07-07 17:00:00",3127678035
"2005-07-07 19:00:00",6364089625
"2005-07-07 21:00:00",7616033258
"2005-07-07 23:00:00",7408042165
"2005-07-08 01:00:00",6961277003
"2005-07-08 03:00:00",5299871722
"2005-07-08 05:00:00",3593005528
"2005-07-08 07:00:00",3030863024
"2005-07-08 09:00:00",2411119732
"2005-07-08 11:00:00",1921744179
"2005-07-08 13:00:00",1618845047
"2005-07-08 15:00:00",1540470113
"2005-07-08 17:00:00",1738978575
"2005-07-08 19:00:00",2434710933
"2005-07-08 21:00:00",2816607068
"2005-07-08 23:00:00",2832383164
"2005-07-09 01:00:00",2676052840
"2005-07-09 03:00:00",2747706238
"2005-07-09 05:00:00",2689021426
"2005-07-09 07:00:00",2676293230
"2005-07-09 09:00:00",2200691656
"2005-07-09 11:00:00",1840045473
"2005-07-09 13:00:00",1588344267
"2005-07-09 15:00:00",1398762467
"2005-07-09 17:00:00",1529767573
"2005-07-09 19:00:00",2176370202
"2005-07-09 21:00:00",2675989743
"2005-07-09 23:00:00",2715340609
"2005-07-10 01:00:00",2946094704
"2005-07-10 03:00:00",2986581696
"2005-07-10 05:00:00",3101987402
"2005-07-10 07:00:00",2819237293
"2005-07-10 09:00:00",2161922222
"2005-07-10 11:00:00",1656510616
"2005-07-10 13:00:00",1504624607
"2005-07-10 15:00:00",2083746836
"2005-07-10 17:00:00",5386616953
"2005-07-10 19:00:00",7884826737
"2005-07-10 21:00:00",8097416987
"2005-07-10 23:00:00",8239018898
"2005-07-11 01:00:00",7142986673
"2005-07-11 03:00:00",4718480670
"2005-07-11 05:00:00",3797080761
"2005-07-11 07:00:00",3161671180
"2005-07-11 09:00:00",2265074163
"2005-07-11 11:00:00",1872650341
"2005-07-11 13:00:00",1828661215
"2005-07-11 15:00:00",2570039727
"2005-07-11 17:00:00",6201608519
"2005-07-11 19:00:00",7998785636
"2005-07-11 21:00:00",8030476746
"2005-07-11 23:00:00",7807215939
"2005-07-12 01:00:00",6366232666
"2005-07-12 03:00:00",4407642940
"2005-07-12 05:00:00",3622727014
"2005-07-12 07:00:00",3014867469
"2005-07-12 09:00:00",2100238839
"2005-07-12 11:00:00",1921970458
"2005-07-12 13:00:00",1634752481
"2005-07-12 15:00:00",3303422543
"2005-07-12 17:00:00",6562618124
"2005-07-12 19:00:00",7704291570
"2005-07-12 21:00:00",7970480337
"2005-07-12 23:00:00",7729796222
"2005-07-13 01:00:00",5373853539
"2005-07-13 03:00:00",2881767051
"2005-07-13 05:00:00",2500852851
"2005-07-13 07:00:00",1893886147
"2005-07-13 09:00:00",1426314754
"2005-07-13 11:00:00",1238246740
"2005-07-13 13:00:00",1437893178
"2005-07-13 15:00:00",3234662433
"2005-07-13 17:00:00",5739154047
"2005-07-13 19:00:00",6189362984
"2005-07-13 21:00:00",5908877177
"2005-07-13 23:00:00",5777523403
"2005-07-14 01:00:00",4302089785
"2005-07-14 03:00:00",3659316355
"2005-07-14 05:00:00",3278161102
"2005-07-14 07:00:00",2575902988
"2005-07-14 09:00:00",1954848212
"2005-07-14 11:00:00",1714432716
"2005-07-14 13:00:00",2023466873
"2005-07-14 15:00:00",4816264103
"2005-07-14 17:00:00",7261801835
"2005-07-14 19:00:00",6416258801
"2005-07-14 21:00:00",5898138005
"2005-07-14 23:00:00",4775679906
"2005-07-15 01:00:00",3804536774
"2005-07-15 03:00:00",3071216503
"2005-07-15 05:00:00",2737790834
"2005-07-15 07:00:00",2190234064
"2005-07-15 09:00:00",1823014154
"2005-07-15 11:00:00",1616565812
"2005-07-15 13:00:00",1583793695
"2005-07-15 15:00:00",2070488415
"2005-07-15 17:00:00",2766205649
"2005-07-15 19:00:00",3009435903
"2005-07-15 21:00:00",2861978295
"2005-07-15 23:00:00",2812213625
"2005-07-16 01:00:00",2750886686
"2005-07-16 03:00:00",2701340302
"2005-07-16 05:00:00",2514267933
"2005-07-16 07:00:00",2041652392
"2005-07-16 09:00:00",1756462959
"2005-07-16 11:00:00",1554324893
"2005-07-16 13:00:00",1439364863
"2005-07-16 15:00:00",1790757373
"2005-07-16 17:00:00",2481665903
"2005-07-16 19:00:00",2776646722
"2005-07-16 21:00:00",2823882487
"2005-07-16 23:00:00",2791880290
"2005-07-17 01:00:00",2962052400
"2005-07-17 03:00:00",3040417001
"2005-07-17 05:00:00",2502296121
"2005-07-17 07:00:00",1809437996
"2005-07-17 09:00:00",1640232131
"2005-07-17 11:00:00",1589174113
"2005-07-17 13:00:00",3228781482
"2005-07-17 15:00:00",6940587043
"2005-07-17 17:00:00",7940676898
"2005-07-17 19:00:00",7924779113
"2005-07-17 21:00:00",7723932323
"2005-07-17 23:00:00",6092701926
"2005-07-18 01:00:00",3997725588
"2005-07-18 03:00:00",3305699242
"2005-07-18 05:00:00",2635134221
"2005-07-18 07:00:00",1991579156
"2005-07-18 09:00:00",1750715742
"2005-07-18 11:00:00",1758577966
"2005-07-18 13:00:00",3814699568
"2005-07-18 15:00:00",7022105215
"2005-07-18 17:00:00",7943472883
"2005-07-18 19:00:00",7977053192
"2005-07-18 21:00:00",7558234939
"2005-07-18 23:00:00",5423909463
"2005-07-19 01:00:00",3988561629
"2005-07-19 03:00:00",3471333562
"2005-07-19 05:00:00",2469831943
"2005-07-19 07:00:00",1856757335
"2005-07-19 09:00:00",1545395100
"2005-07-19 11:00:00",1988863208
"2005-07-19 13:00:00",4667142735
"2005-07-19 15:00:00",7375266972
"2005-07-19 17:00:00",7905441817
"2005-07-19 19:00:00",7715008167
"2005-07-19 21:00:00",7014292200
"2005-07-19 23:00:00",4771140030
"2005-07-20 01:00:00",3760071107
"2005-07-20 03:00:00",3156044242
"2005-07-20 05:00:00",2198408310
"2005-07-20 07:00:00",1519291904
"2005-07-20 09:00:00",1410372266
"2005-07-20 11:00:00",1860976203
"2005-07-20 13:00:00",3788695657
"2005-07-20 15:00:00",4975204064
"2005-07-20 17:00:00",5149753887
"2005-07-20 19:00:00",5127548405
"2005-07-20 21:00:00",4817573980
"2005-07-20 23:00:00",4137169201
"2005-07-21 01:00:00",3460280844
"2005-07-21 03:00:00",2933306393
"2005-07-21 05:00:00",2044816912
"2005-07-21 07:00:00",1736709167
"2005-07-21 09:00:00",1643050058
"2005-07-21 11:00:00",2430311216
"2005-07-21 13:00:00",5465118023
"2005-07-21 15:00:00",6949656571
"2005-07-21 17:00:00",6886354031
"2005-07-21 19:00:00",6460485489
"2005-07-21 21:00:00",4838342644
"2005-07-21 23:00:00",3357404319
"2005-07-22 01:00:00",2881571371
"2005-07-22 03:00:00",2442443126
"2005-07-22 05:00:00",2006615691
"2005-07-22 07:00:00",1639192818
"2005-07-22 09:00:00",1371779342
"2005-07-22 11:00:00",1477459095
"2005-07-22 13:00:00",2000997627
"2005-07-22 15:00:00",2542803557
"2005-07-22 17:00:00",2685937848
"2005-07-22 19:00:00",2567802457
"2005-07-22 21:00:00",2578328085
"2005-07-22 23:00:00",2588916953
"2005-07-23 01:00:00",2567430374
"2005-07-23 03:00:00",2068941066
"2005-07-23 05:00:00",1766045467
"2005-07-23 07:00:00",1543931018
"2005-07-23 09:00:00",1377115178
"2005-07-23 11:00:00",1460984882
"2005-07-23 13:00:00",2039146629
"2005-07-23 15:00:00",2551860277
"2005-07-23 17:00:00",2726285084
"2005-07-23 19:00:00",2874305641
"2005-07-23 21:00:00",3003305149
"2005-07-23 23:00:00",3103411022
"2005-07-24 01:00:00",2734592618
"2005-07-24 03:00:00",2093265717
"2005-07-24 05:00:00",1613456572
"2005-07-24 07:00:00",1478125150
"2005-07-24 09:00:00",1712402044
"2005-07-24 11:00:00",4178307542
"2005-07-24 13:00:00",6806068619
"2005-07-24 15:00:00",7265206902
"2005-07-24 17:00:00",7395679183
"2005-07-24 19:00:00",6560123896
"2005-07-24 21:00:00",4405787051
"2005-07-24 23:00:00",3490661413
"2005-07-25 01:00:00",3114479674
"2005-07-25 03:00:00",2176447233
"2005-07-25 05:00:00",1730736238
"2005-07-25 07:00:00",1579358940
"2005-07-25 09:00:00",2114361434
"2005-07-25 11:00:00",4982231239
"2005-07-25 13:00:00",6847576514
"2005-07-25 15:00:00",7073722533
"2005-07-25 17:00:00",7200240528
"2005-07-25 19:00:00",6141827718
"2005-07-25 21:00:00",4179910411
"2005-07-25 23:00:00",3671125795
"2005-07-26 01:00:00",3014211084
"2005-07-26 03:00:00",2135459914
"2005-07-26 05:00:00",1734214491
"2005-07-26 07:00:00",1709107642
"2005-07-26 09:00:00",2587705192
"2005-07-26 11:00:00",5492380271
"2005-07-26 13:00:00",6864957352
"2005-07-26 15:00:00",6727627620
"2005-07-26 17:00:00",6747612823
"2005-07-26 19:00:00",5315828618
"2005-07-26 21:00:00",3516189933
"2005-07-26 23:00:00",3214977417
"2005-07-27 01:00:00",2642396545
"2005-07-27 03:00:00",1905688709
"2005-07-27 05:00:00",1580675226
"2005-07-27 07:00:00",1661001616
"2005-07-27 09:00:00",3103085465
"2005-07-27 11:00:00",5862336076
"2005-07-27 13:00:00",6450377484
"2005-07-27 15:00:00",6736018353
"2005-07-27 17:00:00",6360937367
"2005-07-27 19:00:00",4805094926
"2005-07-27 21:00:00",3433609531
"2005-07-27 23:00:00",3025398344
"2005-07-28 01:00:00",2402295807
"2005-07-28 03:00:00",1772774346
"2005-07-28 05:00:00",1637169079
"2005-07-28 07:00:00",1781136986
"2005-07-28 09:00:00",3442545369
"2005-07-28 11:00:00",6082314986
"2005-07-28 13:00:00",6773438090
